GR	ROPA	PE	CALX	Rt	Rxo	CNC	DT12	ZDEN
41.135	7.801	4.343	217.671	45.486	42.019	10.839	212.961	2.615
39.44	9.229	4.342	217.543	67.877	63.987	10.82	204.483	2.633
38.177	10.656	4.352	217.353	88.906	84.943	10.688	203.326	2.65
37.91	12.084	4.361	217.11	79.026	75.719	10.488	210.968	2.66
38.75	16.563	4.358	216.882	54.57	52.615	10.269	217.445	2.664
39.746	21.042	4.353	216.724	54.065	54.2	10.041	215.047	2.666
40.187	25.521	4.371	216.62	75.77	82.193	9.82	208.251	2.668
27.466	12.39	3.709	202.011	73.888	39.443	10.783	222.549	2.661
26.694	11.203	3.688	202.007	90.194	47.64	10.369	221.596	2.657
26.548	10.015	3.667	201.994	84.124	45.545	10.069	223.341	2.649
26.439	8.827	3.692	201.976	69.546	38.512	9.853	225.975	2.641
25.991	10.021	3.795	201.961	60.477	33.537	9.704	228.057	2.635
24.935	11.214	3.934	201.955	66.478	36.565	9.605	230.162	2.634
23.713	12.408	4.0	201.946	95.737	55.876	9.508	233.353	2.638
22.96	13.601	4.002	201.936	114.326	68.92	9.376	232.655	2.644
22.745	12.757	3.951	201.939	116.896	71.159	9.274	227.516	2.651
23.037	11.913	3.848	201.963	118.202	71.67	9.317	221.946	2.656
24.093	11.068	3.731	202.007	118.639	69.693	9.602	220.107	2.658
26.401	10.224	3.648	202.059	97.31	53.253	10.124	220.549	2.659
29.035	9.794	3.623	202.094	70.71	35.739	10.791	224.349	2.655
30.714	9.363	3.63	202.1	54.673	25.943	11.463	229.932	2.65
31.127	8.933	3.643	202.084	46.558	21.193	12.011	234.767	2.644
30.673	8.502	3.659	202.063	40.48	18.185	12.335	237.821	2.64
29.961	9.829	3.681	202.054	40.093	17.946	12.32	238.837	2.639
28.781	11.155	3.703	202.05	52.662	22.529	12.016	236.866	2.643
27.038	12.482	3.771	202.044	66.972	28.002	11.619	235.519	2.647
25.328	13.808	3.872	202.045	73.426	30.994	11.231	234.671	2.648
24.425	12.893	3.945	202.06	75.212	32.201	10.904	232.587	2.645
24.906	11.978	3.948	202.092	82.513	34.62	10.716	230.053	2.641
26.457	11.062	3.926	202.12	77.201	32.445	10.75	230.215	2.639
27.611	10.147	3.916	202.093	68.359	29.147	10.864	229.419	2.64
27.617	11.203	3.913	201.982	66.57	28.554	10.928	227.542	2.644
27.099	12.26	3.909	201.825	68.827	29.613	10.925	226.639	2.648
27.104	13.316	3.897	201.706	69.169	30.033	10.889	227.709	2.653
28.149	14.372	3.879	201.719	62.465	27.743	10.877	231.534	2.658
28.916	13.744	3.87	201.845	51.496	23.632	10.904	236.758	2.661
28.583	13.116	3.843	201.954	45.662	21.613	10.874	237.938	2.664
27.694	12.488	3.797	202.001	50.689	23.878	10.746	233.635	2.667
26.835	11.86	3.786	202.008	63.239	28.91	10.58	227.249	2.669
26.192	11.37	3.886	202.008	73.778	32.903	10.484	223.735	2.669
26.026	10.88	4.102	202.026	80.902	35.315	10.526	223.317	2.666
27.023	10.389	4.315	202.053	84.195	36.088	10.621	222.853	2.664
28.668	9.899	4.427	202.075	77.928	33.372	10.646	225.101	2.663
29.894	11.768	4.419	202.085	68.615	29.848	10.595	229.845	2.665
30.221	13.636	4.322	202.081	70.756	31.074	10.536	232.734	2.667
30.309	15.505	4.207	202.07	95.433	41.269	10.539	229.322	2.666
32.337	17.373	4.159	202.05	102.467	44.838	10.513	226.127	2.662
35.439	15.663	4.176	202.032	73.294	33.757	10.514	230.805	2.66
37.023	13.952	4.234	202.021	44.108	22.721	10.555	236.914	2.663
35.847	12.242	4.317	202.017	45.207	25.003	10.512	236.533	2.67
32.409	10.531	4.419	202.015	85.755	44.726	10.238	228.224	2.676
29.279	11.918	4.543	202.003	182.35	84.543	9.736	220.202	2.678
28.474	13.305	4.64	201.986	197.425	98.802	9.266	219.119	2.677
64.216	22.183	3.555	210.175	31.831	20.831	12.464	242.897	2.65
61.92	18.808	3.618	210.253	37.696	23.126	12.252	237.715	2.648
58.134	15.433	3.663	210.329	47.786	27.111	12.056	231.331	2.644
53.305	12.057	3.708	210.391	55.928	29.844	11.989	229.161	2.633
48.417	8.682	3.822	210.449	55.121	28.929	11.945	231.11	2.607
44.488	10.049	4.004	210.469	55.796	28.405	11.833	233.711	2.572
41.421	11.416	4.164	210.381	62.883	30.173	11.707	234.727	2.542
39.053	12.783	4.244	210.186	66.656	30.87	11.621	234.396	2.527
37.625	14.15	4.245	209.961	58.917	27.665	11.598	234.346	2.531
37.667	13.358	4.208	209.83	47.345	23.347	11.665	236.574	2.557
38.697	12.566	4.156	209.853	45.058	23.304	11.879	235.864	2.59
39.272	11.774	4.098	209.939	53.666	27.618	12.206	230.958	2.612
39.436	10.982	4.042	210.014	65.299	32.509	12.601	226.802	2.623
40.362	11.453	3.997	210.05	71.98	34.822	13.032	227.085	2.626
43.236	11.925	3.962	210.033	69.081	33.167	13.443	231.729	2.628
33.596	9.726	3.703	203.531	15.942	10.738	12.157	238.581	2.646
32.611	8.941	3.448	203.478	20.322	13.22	12.342	238.538	2.643
33.48	8.156	3.247	203.424	26.524	16.701	12.526	244.571	2.638
35.712	9.918	3.246	203.381	26.415	16.596	12.736	251.982	2.631
38.135	11.68	3.423	203.352	21.159	13.65	12.955	255.355	2.626
39.643	13.441	3.652	203.338	16.876	11.259	13.071	253.391	2.626
39.449	15.203	3.768	203.333	16.404	11.127	12.866	247.899	2.632
37.327	14.22	3.705	203.345	19.128	12.974	12.174	240.566	2.641
34.467	13.237	3.613	203.365	24.894	16.731	11.414	234.222	2.647
32.0	12.254	3.566	203.376	29.513	19.703	10.923	230.708	2.65
30.44	11.271	3.55	203.373	31.0	20.567	10.73	229.967	2.651
29.903	10.694	3.546	203.36	31.749	20.81	10.729	231.172	2.651
30.187	10.117	3.549	203.357	33.902	21.951	10.856	234.989	2.647
31.445	9.539	3.565	203.386	32.858	21.093	11.256	239.298	2.64
33.311	8.962	3.593	203.438	27.251	17.397	11.951	244.593	2.632
35.211	9.527	3.622	203.479	21.187	13.488	12.738	248.754	2.625
36.924	10.093	3.646	203.478	18.03	11.446	13.364	248.725	2.624
38.671	10.658	3.666	203.424	17.179	10.794	13.628	245.099	2.628
40.453	11.223	3.754	203.349	16.139	10.015	13.481	247.664	2.637
40.967	9.802	3.926	203.311	15.908	9.645	13.162	249.307	2.646
39.637	8.381	4.078	203.33	17.582	10.275	12.811	242.319	2.655
37.199	6.959	4.112	203.373	20.591	11.609	12.469	229.692	2.662
34.978	5.538	3.991	203.375	23.836	13.117	12.192	219.266	2.666
34.372	8.406	3.77	203.237	26.812	14.643	12.076	218.223	2.664
35.774	11.273	3.618	202.962	27.442	15.225	12.134	234.536	2.655
37.977	14.141	3.623	202.696	23.322	13.589	12.302	254.258	2.647
44.131	9.52	3.615	208.006	36.011	20.036	13.824	237.318	2.622
44.461	8.753	3.651	207.97	41.197	21.399	14.096	235.46	2.616
43.568	7.986	3.7	207.825	42.444	20.949	14.514	231.749	2.611
42.399	7.219	3.741	207.59	36.678	17.689	15.047	231.735	2.608
41.63	6.452	3.716	207.383	30.575	14.584	15.535	235.577	2.606
40.971	7.28	3.61	207.265	27.468	12.992	15.884	242.229	2.606
40.159	8.107	3.455	207.219	27.092	12.721	16.109	250.213	2.607
39.152	8.935	3.299	207.208	28.091	13.189	16.234	256.914	2.609
37.932	9.762	3.194	207.199	27.441	13.272	16.224	259.109	2.61
36.722	9.955	3.174	207.16	28.906	14.314	15.983	254.422	2.61
36.062	10.148	3.199	207.078	32.861	16.247	15.662	245.343	2.61
36.184	10.34	3.242	206.976	38.045	18.339	15.479	237.175	2.61
36.96	10.533	3.296	206.887	40.666	19.291	15.509	234.037	2.611
38.149	11.91	3.344	206.834	35.364	17.498	15.683	237.292	2.614
39.758	13.288	3.366	206.819	28.779	15.038	15.745	242.408	2.617
40.661	14.665	3.373	206.805	27.136	14.542	15.467	242.137	2.62
39.844	16.042	3.375	206.767	29.804	16.118	14.895	236.405	2.626
37.545	15.588	3.375	206.707	36.196	19.54	14.196	230.752	2.633
26.126	56.183	3.295	216.81	16.228	7.376	18.217	297.17	2.474
24.6	43.127	4.549	216.834	18.567	7.656	18.218	295.855	2.501
22.773	30.072	6.233	216.819	22.249	8.438	17.882	293.073	2.536
21.505	29.037	7.399	216.776	24.026	8.573	17.433	289.286	2.563
20.932	28.001	7.547	216.732	23.311	7.99	17.183	284.983	2.576
21.077	26.966	6.777	216.703	21.34	7.163	17.197	279.302	2.572
21.868	25.93	5.509	216.697	19.082	6.392	17.405	272.851	2.552
23.039	24.562	4.318	216.709	16.135	5.473	17.701	270.184	2.52
23.966	23.194	3.619	216.705	12.732	4.407	18.291	275.008	2.484
24.733	21.826	3.198	216.677	9.685	3.422	19.31	271.034	2.456
25.647	20.458	2.9	216.644	7.136	2.589	20.687	266.942	2.436
26.812	17.642	2.702	216.631	5.425	2.039	22.306	268.728	2.425
28.175	14.826	2.628	216.647	4.908	1.889	24.036	273.913	2.418
29.708	12.01	2.656	216.661	5.03	1.965	25.659	275.592	2.413
31.472	9.194	2.651	216.64	5.366	2.121	26.58	281.95	2.41
33.143	12.53	2.637	216.617	5.507	2.219	26.886	284.271	2.409
34.408	15.865	2.679	216.617	5.526	2.282	26.708	282.492	2.414
35.053	19.201	2.801	216.639	5.667	2.398	26.034	280.416	2.423
34.957	22.536	2.962	216.664	6.142	2.645	24.782	280.542	2.436
33.924	19.899	3.051	216.676	6.789	2.974	23.426	280.281	2.446
32.003	17.262	2.94	216.702	7.514	3.358	22.297	283.537	2.45
29.646	14.625	2.671	216.749	7.936	3.653	21.231	289.911	2.45
27.415	11.988	2.366	216.804	8.197	3.928	20.139	293.121	2.448
25.794	13.751	2.143	216.845	8.906	4.477	19.09	287.983	2.447
25.026	15.514	2.059	216.858	11.01	5.819	18.308	277.123	2.45
24.976	17.276	2.049	216.856	11.554	6.523	17.749	276.378	2.453
25.215	19.039	2.023	216.853	10.435	6.289	17.213	282.85	2.455
25.453	23.548	1.961	216.843	8.854	5.7	16.778	288.292	2.457
25.594	28.056	1.891	216.828	7.616	5.222	16.592	287.708	2.46
25.734	32.565	1.869	216.813	6.95	5.021	16.754	280.471	2.466
26.32	37.073	1.949	216.81	6.563	4.916	17.159	272.363	2.471
27.277	33.622	2.094	216.784	6.484	4.947	17.464	270.774	2.474
27.782	30.172	2.196	216.707	6.768	5.178	17.616	272.82	2.476
27.278	26.721	2.19	216.613	7.284	5.521	17.748	271.84	2.478
25.75	23.27	2.079	216.558	7.655	5.704	17.99	264.884	2.477
23.783	25.613	1.929	216.591	7.311	5.325	18.395	255.719	2.473
22.592	27.955	1.857	216.676	6.355	4.547	19.021	255.238	2.461
22.472	30.298	1.856	216.726	5.54	3.936	19.912	258.165	2.447
22.939	32.64	1.865	216.739	5.107	3.639	20.722	262.967	2.438
23.562	42.333	1.862	216.734	5.122	3.689	20.969	266.16	2.435
24.08	52.025	1.85	216.725	5.644	4.121	20.347	263.675	2.441
24.428	61.718	1.853	216.712	6.797	5.027	19.09	256.05	2.454
24.839	71.41	1.866	216.711	7.575	5.725	17.914	259.678	2.471
25.542	66.275	1.871	216.725	8.297	6.39	17.033	262.613	2.487
26.313	61.139	1.875	216.738	9.632	7.489	16.42	258.209	2.499
26.762	56.004	1.891	216.741	11.247	8.742	15.991	250.78	2.505
26.553	50.868	1.922	216.742	12.126	9.345	15.643	250.042	2.506
25.808	59.382	1.932	216.761	13.248	10.045	15.362	253.67	2.505
25.097	67.895	1.927	216.783	14.729	10.942	15.183	254.636	2.505
24.491	76.409	1.931	216.797	16.167	11.757	14.977	254.251	2.506
23.843	84.922	1.962	216.803	17.416	12.393	14.655	253.855	2.509
22.993	78.68	2.017	216.803	18.28	12.734	14.216	253.789	2.512
21.854	72.438	2.066	216.789	18.291	12.486	13.746	254.038	2.514
20.618	66.195	2.079	216.769	17.377	11.672	13.431	254.567	2.51
19.977	59.953	2.077	216.764	16.047	10.663	13.385	255.0	2.503
20.181	46.908	2.074	216.771	14.91	9.846	13.608	255.377	2.495
20.952	33.863	2.07	216.785	14.562	9.609	13.992	255.402	2.489
21.733	20.817	2.061	216.809	15.049	9.975	14.373	254.845	2.487
21.967	7.772	2.045	216.866	14.489	9.671	14.578	254.843	2.489
101.962	16.69	3.607	221.529	15.5	11.874	13.691	287.757	2.523
99.531	16.245	3.575	221.706	17.797	13.901	13.264	280.29	2.533
97.1	15.8	3.543	221.884	20.094	15.928	12.837	272.824	2.543
94.669	16.51	3.511	222.061	22.392	17.954	12.411	265.357	2.553
92.238	17.22	3.479	222.238	24.689	19.981	11.984	257.89	2.563
89.807	17.93	3.448	222.415	26.987	22.007	11.557	250.424	2.573
87.376	18.64	3.416	222.592	29.284	24.034	11.131	242.958	2.583
84.947	19.35	3.384	222.768	31.581	26.061	10.704	235.498	2.593
83.161	20.06	3.369	222.627	33.792	28.212	10.308	230.528	2.6
65.986	9.034	3.451	215.549	45.103	36.657	8.23	235.654	2.6
66.566	9.113	3.511	215.599	43.169	35.075	8.48	235.851	2.602
67.146	9.191	3.571	215.649	41.235	33.493	8.73	236.048	2.604
67.726	9.27	3.63	215.699	39.301	31.911	8.98	236.245	2.606
68.305	9.473	3.69	215.75	37.367	30.329	9.231	236.441	2.608
68.885	9.675	3.75	215.8	35.433	28.747	9.481	236.638	2.609
69.466	9.878	3.809	215.85	33.502	27.168	9.731	236.835	2.611
70.356	10.08	3.826	215.843	32.571	26.545	9.855	237.084	2.611
71.541	10.283	3.801	215.782	32.596	26.837	9.859	237.382	2.61
72.782	10.485	3.768	215.711	32.8	27.3	9.84	237.69	2.607
74.023	10.688	3.735	215.64	33.005	27.763	9.822	237.997	2.605
75.264	10.89	3.702	215.569	33.209	28.226	9.803	238.304	2.603
76.505	10.504	3.67	215.498	33.413	28.689	9.785	238.612	2.601
77.746	10.118	3.637	215.427	33.617	29.152	9.766	238.919	2.599
78.988	9.731	3.604	215.356	33.821	29.615	9.748	239.227	2.597
80.227	9.345	3.571	215.285	34.026	30.079	9.729	239.534	2.595
81.08	8.959	3.546	215.228	34.529	30.718	9.678	239.749	2.594
81.173	8.573	3.535	215.197	35.617	31.702	9.564	239.783	2.595
81.098	8.186	3.528	215.173	36.836	32.762	9.435	239.777	2.596
81.023	7.8	3.52	215.148	38.054	33.822	9.307	239.771	2.598
80.948	8.115	3.512	215.124	39.272	34.882	9.178	239.765	2.599
80.873	8.43	3.505	215.099	40.49	35.942	9.05	239.759	2.601
80.797	8.745	3.497	215.075	41.708	37.002	8.921	239.753	2.603
53.082	17.278	2.947	205.836	22.846	12.927	14.955	240.439	2.636
60.242	16.311	3.012	205.866	16.118	9.287	15.302	257.183	2.632
63.863	15.343	3.212	205.922	14.578	8.318	15.548	269.471	2.632
61.392	14.374	3.479	205.983	18.844	10.315	15.489	266.67	2.637
53.674	13.405	3.655	206.024	33.709	16.622	14.821	248.505	2.644
45.66	12.436	3.678	206.03	48.212	22.356	13.904	232.797	2.646
40.483	11.467	3.621	205.982	56.052	25.098	13.173	227.296	2.644
57.287	22.099	3.233	221.669	44.773	38.124	12.181	233.947	2.648
57.111	19.624	3.218	221.649	47.218	39.965	12.411	233.359	2.646
56.731	17.15	3.197	221.531	66.02	54.481	12.454	227.029	2.646
56.329	14.675	3.169	221.401	106.187	80.527	12.26	221.299	2.649
55.98	12.2	3.159	221.343	110.13	75.607	12.061	221.074	2.653
55.684	12.4	3.233	221.33	58.49	40.26	12.0	223.286	2.656
55.713	12.6	3.358	221.315	48.151	31.678	12.055	225.109	2.659
56.549	12.8	3.454	221.302	55.401	34.096	12.155	228.631	2.661
58.162	13.0	3.503	221.297	58.997	34.934	12.283	232.924	2.663
59.976	13.367	3.493	221.293	59.234	34.703	12.382	235.02	2.661
61.681	13.734	3.389	221.285	62.668	35.83	12.349	235.112	2.656
63.496	14.1	3.21	221.283	60.34	34.503	12.129	235.291	2.644
68.046	33.688	3.076	209.153	21.033	18.167	16.825	233.207	2.583
68.423	34.175	2.927	209.15	20.65	17.703	16.713	231.034	2.586
70.784	34.663	2.922	209.141	19.86	16.79	16.548	224.912	2.586
73.809	35.15	3.07	209.133	19.006	15.811	16.354	226.474	2.581
76.121	35.638	3.321	209.13	18.317	15.049	16.207	242.313	2.575
76.953	36.125	3.59	209.135	18.014	14.737	16.158	257.829	2.57
76.124	36.613	3.767	209.148	18.259	15.03	16.207	256.341	2.569
74.057	37.1	3.751	209.164	19.093	15.959	16.297	238.57	2.573
72.025	36.163	3.672	209.165	19.847	16.92	16.394	229.72	2.579
100.718	29.513	2.967	215.145	56.525	46.029	7.045	241.943	2.595
97.918	30.024	2.977	215.146	57.276	46.92	6.671	241.363	2.595
95.118	30.535	2.987	215.147	58.028	47.812	6.297	240.783	2.595
92.318	31.046	2.998	215.148	58.779	48.703	5.923	240.203	2.595
89.52	31.558	3.008	215.149	59.528	49.592	5.549	239.624	2.595
87.577	32.069	3.019	215.151	59.314	49.638	5.328	239.176	2.594
87.709	32.58	3.031	215.154	56.763	47.637	5.478	239.047	2.594
88.315	30.451	3.044	215.158	53.678	45.17	5.713	238.992	2.594
88.921	28.323	3.056	215.162	50.593	42.703	5.947	238.937	2.595
89.527	26.194	3.069	215.166	47.508	40.235	6.181	238.882	2.595
69.506	22.1	3.59	206.976	22.115	16.971	16.873	221.526	2.562
70.817	21.85	3.721	207.001	21.99	16.685	16.805	218.778	2.56
71.968	21.6	3.921	207.036	21.705	16.213	16.758	235.029	2.56
71.883	21.35	4.097	207.064	21.9	16.067	16.647	250.311	2.565
70.627	21.1	4.186	207.077	23.167	16.684	16.437	248.032	2.571
69.035	21.788	4.205	207.075	25.712	18.186	16.178	227.686	2.576
68.979	22.475	4.212	207.065	28.269	19.644	16.023	225.228	2.577
72.87	23.163	4.094	207.052	27.98	19.142	16.011	237.927	2.575
79.206	23.85	3.901	207.033	25.528	17.28	16.142	247.694	2.572
84.772	24.538	3.754	207.011	22.905	15.426	16.407	248.705	2.57
87.049	25.225	3.77	206.998	21.783	14.662	16.724	242.279	2.568
85.589	25.913	3.875	207.0	22.811	15.37	16.878	232.36	2.569
83.178	26.6	3.951	207.006	25.931	17.409	16.55	231.828	2.575
80.379	26.938	3.809	209.047	12.698	8.953	20.112	240.807	2.579
81.378	27.425	3.85	209.047	12.38	8.539	20.234	257.995	2.553
78.659	27.913	3.986	209.059	12.696	8.617	19.765	268.747	2.535
72.531	28.4	4.202	209.064	14.045	9.447	18.834	262.154	2.537
64.612	28.163	4.42	209.055	16.74	11.217	17.709	240.194	2.56
57.406	27.925	4.479	209.052	20.945	14.02	16.795	225.744	2.581
53.125	27.688	4.415	209.067	24.774	16.576	16.28	221.413	2.59
57.752	12.401	3.439	221.42	48.491	35.152	12.582	236.73	2.627
57.183	13.001	3.406	221.413	45.117	34.486	12.842	239.065	2.624
56.733	13.601	3.347	221.385	50.17	39.945	12.917	235.615	2.62
56.049	14.2	3.301	221.376	56.789	47.217	12.786	231.054	2.615
55.13	14.8	3.32	221.409	56.296	48.278	12.651	230.358	2.614
54.628	13.993	3.427	221.457	53.539	45.944	12.712	229.844	2.616
55.004	13.185	3.569	221.471	52.575	45.059	12.933	228.712	2.621
56.256	12.378	3.659	221.433	46.633	40.067	13.124	230.615	2.627
57.872	11.57	3.649	221.364	38.174	32.969	13.154	234.236	2.63
59.662	14.053	3.536	221.293	33.527	29.076	13.056	237.472	2.627
62.137	16.536	3.366	221.258	37.236	32.571	12.913	237.25	2.618
65.65	19.018	3.219	221.269	46.647	41.343	12.798	235.767	2.606
69.688	21.501	3.159	221.32	48.13	42.969	12.742	238.692	2.595
72.393	20.81	3.185	221.376	38.269	33.966	12.718	241.46	2.59
72.227	20.118	3.241	221.416	35.829	31.785	12.673	240.988	2.591
69.009	19.427	3.277	221.434	51.443	46.462	12.53	235.619	2.6
64.638	18.735	3.285	221.426	75.769	69.872	12.26	229.934	2.611
32.493	16.075	3.482	204.899	89.107	84.19	10.42	260.184	2.649
35.299	15.587	3.565	204.934	56.935	49.277	10.877	275.594	2.622
37.518	15.099	3.725	204.943	26.577	21.129	11.381	292.054	2.606
38.453	15.221	3.856	204.948	18.43	14.372	11.885	277.771	2.608
38.06	15.344	3.909	204.953	25.461	19.698	12.179	249.219	2.625
36.875	15.466	3.866	204.957	38.815	30.606	12.118	228.427	2.649
70.62	12.99	3.462	214.561	58.127	45.449	7.361	230.236	2.602
70.468	13.008	3.477	214.636	58.004	46.53	7.241	230.353	2.602
70.552	13.025	3.499	214.766	59.057	48.574	7.005	230.754	2.605
70.659	13.043	3.521	214.902	60.228	50.714	6.757	231.183	2.607
70.766	13.06	3.543	215.038	61.398	52.853	6.509	231.611	2.61
70.873	13.078	3.566	215.174	62.568	54.993	6.261	232.04	2.613
70.98	13.095	3.588	215.309	63.739	57.132	6.013	232.469	2.615
71.087	13.113	3.61	215.445	64.909	59.271	5.765	232.897	2.618
74.361	25.4	3.801	206.956	27.31	20.052	15.814	217.144	2.58
73.765	25.775	4.142	206.931	25.023	18.323	16.098	233.709	2.584
70.627	26.15	4.433	206.851	23.801	17.322	16.418	246.733	2.591
64.738	26.525	4.592	206.717	24.565	17.746	16.338	244.902	2.599
57.97	26.9	4.578	206.557	27.374	19.661	15.726	231.846	2.606
53.383	27.275	4.404	206.41	31.618	22.658	14.848	222.792	2.608
53.101	27.65	4.186	206.324	35.004	25.224	14.234	221.629	2.608
79.749	27.538	3.424	222.788	6.865	3.807	24.075	343.798	2.274
82.985	27.475	3.758	226.748	6.268	3.27	25.275	378.01	2.225
80.918	27.413	4.063	227.937	6.396	3.201	24.989	376.444	2.209
74.412	27.35	4.267	226.058	7.22	3.567	23.322	336.369	2.233
64.99	27.288	4.342	222.735	8.825	4.42	20.783	275.132	2.302
54.802	27.225	4.275	219.198	11.31	5.899	18.175	237.06	2.406
46.1	27.163	3.995	215.664	13.617	7.421	16.227	221.87	2.503
40.41	27.1	3.578	212.129	15.366	8.571	15.144	221.464	2.568
47.581	79.826	3.822	217.017	53.832	56.204	10.598	208.398	2.64
47.057	79.282	3.561	217.019	75.623	81.726	10.972	203.696	2.629
47.701	78.737	3.301	216.971	92.471	90.727	11.364	199.942	2.612
49.249	78.193	3.247	216.868	66.854	58.41	11.681	215.71	2.593
49.644	74.419	3.385	216.76	29.594	24.312	11.911	238.765	2.584
47.644	70.645	3.532	216.693	18.469	14.926	12.003	238.159	2.589
44.024	66.871	3.597	216.669	25.968	24.01	11.848	216.574	2.607
40.679	63.097	3.561	216.675	52.8	56.168	11.411	197.658	2.631
39.73	71.028	3.445	216.691	71.828	90.734	10.869	196.995	2.65
41.094	78.96	3.307	216.698	60.16	81.281	10.538	207.223	2.66
42.634	86.891	3.225	216.696	41.347	50.252	10.413	215.79	2.665
43.077	94.822	3.212	216.692	35.817	39.653	10.316	218.618	2.671
42.381	99.999	3.231	216.686	39.93	43.356	10.189	218.194	2.676
40.922	105.177	3.256	216.675	42.587	44.535	10.049	220.063	2.681
39.246	110.354	3.323	216.667	41.889	41.316	9.961	220.581	2.682
37.985	115.531	3.407	216.673	47.651	45.257	9.935	213.467	2.679
37.426	107.022	3.453	216.69	57.263	53.28	9.956	204.123	2.673
42.444	24.438	3.366	209.163	15.871	13.082	16.746	225.811	2.616
44.088	24.575	3.454	209.159	15.646	13.023	16.152	220.121	2.605
46.821	24.713	3.649	209.154	14.212	11.959	15.928	231.727	2.589
50.943	24.85	3.964	209.152	12.277	10.462	16.559	242.641	2.575
56.137	24.988	4.235	209.152	10.828	9.341	17.977	231.042	2.568
61.67	25.125	4.343	209.154	9.849	8.565	19.612	224.3	2.563
66.255	25.263	4.256	209.16	9.187	8.003	20.962	233.727	2.556
68.665	25.4	4.027	209.168	8.791	7.614	21.757	253.148	2.548
68.341	25.55	3.819	209.167	8.725	7.47	22.071	269.481	2.541
66.471	25.7	3.752	209.161	9.098	7.674	22.235	273.818	2.544
64.132	25.85	3.858	209.166	9.749	8.1	21.931	268.497	2.56
61.066	26.0	4.155	209.182	10.544	8.647	20.703	261.892	2.582
56.703	26.15	4.596	209.199	11.51	9.356	18.625	254.184	2.605
50.56	26.3	5.036	209.208	12.868	10.424	16.28	238.251	2.623
42.171	26.45	5.055	209.209	15.366	12.448	14.511	212.924	2.637
59.312	15.719	3.477	215.805	97.764	95.316	4.682	224.702	2.637
62.161	16.173	3.421	215.814	92.455	89.604	4.846	225.417	2.633
65.011	16.626	3.365	215.823	87.146	83.892	5.011	226.131	2.629
67.861	17.08	3.308	215.832	81.837	78.179	5.175	226.846	2.625
70.71	16.943	3.252	215.841	76.529	72.467	5.339	227.56	2.621
73.56	16.805	3.196	215.85	71.22	66.755	5.503	228.274	2.617
76.401	16.668	3.14	215.859	65.924	61.053	5.667	228.986	2.614
76.449	16.53	3.179	215.86	65.165	58.862	5.761	228.731	2.611
75.433	16.393	3.254	215.859	66.134	58.01	5.828	228.108	2.609
42.619	8.087	3.623	204.121	39.011	35.183	11.293	235.851	2.656
42.301	9.135	3.56	204.123	36.485	31.058	11.721	240.13	2.645
41.197	10.182	3.565	204.074	33.682	27.452	12.107	240.81	2.638
38.486	11.229	3.564	203.955	32.599	25.749	12.315	239.504	2.637
34.293	11.577	3.523	203.779	38.325	29.58	12.172	237.139	2.642
30.602	11.926	3.452	203.622	47.447	36.509	11.706	237.369	2.649
22.186	4.86	3.866	222.112	5.725	5.424	18.063	252.683	2.459
21.275	5.33	3.959	220.146	6.063	5.772	17.772	262.979	2.464
20.97	5.799	3.884	219.123	6.131	5.76	17.59	263.56	2.469
21.414	6.269	3.684	218.799	5.844	5.349	17.707	254.923	2.471
22.564	5.677	3.455	218.842	5.327	4.707	18.16	247.082	2.466
24.151	5.085	3.321	218.922	4.834	4.118	18.68	245.557	2.458
25.744	4.493	3.354	218.87	4.792	3.946	18.765	243.328	2.462
27.136	3.901	3.485	218.574	4.876	3.891	18.602	248.663	2.474
28.252	4.04	3.622	218.066	4.762	3.695	18.555	259.179	2.487
28.956	4.18	3.676	217.55	4.418	3.347	18.855	268.66	2.497
29.076	4.319	3.58	217.327	4.018	2.996	19.489	273.319	2.506
28.512	4.458	3.331	217.658	3.681	2.731	19.843	280.792	2.52
27.424	3.779	3.087	218.209	3.428	2.552	19.208	282.491	2.53
26.098	3.1	2.958	218.545	3.463	2.609	18.326	279.656	2.535
24.766	2.42	2.937	218.53	3.748	2.865	17.788	283.111	2.534
23.595	1.741	2.954	218.232	4.062	3.133	17.756	293.126	2.528
22.652	2.012	2.911	217.841	4.111	3.169	18.011	291.782	2.517
21.817	2.283	2.74	217.59	4.018	3.077	18.222	270.273	2.5
21.163	2.554	2.535	217.499	3.827	2.904	18.403	268.263	2.47
20.885	2.825	2.365	217.502	3.518	2.652	18.611	281.445	2.436
21.083	3.233	2.263	217.572	3.217	2.423	18.872	294.377	2.412
21.716	3.641	2.244	217.713	3.112	2.363	19.179	295.196	2.405
22.557	4.048	2.323	217.945	3.332	2.571	19.474	279.038	2.418
23.283	4.456	2.521	218.295	3.768	2.962	19.501	258.374	2.433
24.095	4.467	2.787	218.607	4.283	3.407	19.323	249.414	2.434
25.126	4.477	3.053	218.69	4.641	3.69	19.193	263.069	2.428
26.232	4.488	3.278	218.474	4.88	3.824	19.356	288.072	2.427
27.075	4.498	3.456	218.041	5.248	4.012	19.96	295.096	2.435
27.389	3.949	3.605	217.697	5.37	3.958	20.868	266.084	2.449
27.642	3.399	3.665	217.641	5.011	3.542	21.597	254.72	2.458
28.173	2.85	3.581	217.753	4.815	3.259	22.101	264.189	2.456
28.964	2.3	3.388	217.879	4.67	3.046	22.549	278.313	2.441
29.889	2.421	3.168	217.887	4.285	2.705	23.101	287.352	2.419
