GR	ROPA	PE	CALX	Rt	Rxo	CNC	DT12	ZDEN
30.842	2.542	3.019	217.681	3.777	2.32	23.819	296.631	2.397
31.707	2.662	3.012	217.33	3.652	2.217	24.517	307.494	2.387
32.061	2.783	3.141	217.042	3.79	2.3	25.054	307.712	2.39
31.789	2.958	3.36	216.877	3.98	2.428	25.386	299.926	2.401
31.201	3.133	3.585	216.813	4.117	2.531	25.49	289.149	2.418
30.8	3.307	3.718	216.799	4.145	2.566	25.389	279.268	2.441
30.968	3.482	3.683	216.801	3.949	2.451	25.281	275.051	2.466
31.233	3.98	3.572	216.809	3.72	2.301	25.283	275.789	2.491
31.178	4.477	3.507	216.807	3.635	2.232	25.32	274.218	2.514
65.872	25.3	5.063	209.013	13.071	9.327	16.816	254.346	2.616
59.201	25.7	4.874	208.997	14.533	10.293	16.098	244.388	2.621
57.289	26.1	4.224	209.007	15.714	10.99	15.832	222.417	2.611
63.522	26.5	3.735	209.037	14.413	9.895	16.17	218.709	2.586
72.582	26.9	3.582	209.059	11.854	8.003	17.169	246.204	2.565
77.568	27.3	3.677	209.017	9.923	6.605	18.304	293.471	2.556
75.31	27.7	3.866	208.858	9.418	6.229	18.789	324.436	2.56
66.292	28.1	3.989	208.565	10.612	7.058	18.094	305.597	2.576
55.063	28.5	3.993	208.195	14.113	9.52	16.613	245.105	2.592
49.213	27.975	4.008	207.92	20.181	14.089	15.395	216.736	2.593
50.73	27.45	3.995	207.785	25.101	18.329	14.7	211.77	2.586
58.068	26.925	3.984	207.743	26.333	20.057	14.52	217.381	2.579
67.575	26.4	4.047	207.739	24.313	19.205	14.805	227.585	2.579
74.205	25.875	4.286	207.739	21.95	17.722	15.44	237.06	2.583
72.453	25.35	4.412	207.737	21.756	17.511	15.993	238.232	2.591
54.451	30.1	3.38	209.204	16.6	9.548	18.325	257.011	2.554
56.317	30.7	3.596	209.19	14.501	9.188	18.385	244.958	2.56
55.665	31.3	3.678	209.187	13.469	9.446	17.835	233.162	2.571
54.264	31.9	3.653	209.203	13.353	10.177	17.034	236.819	2.578
56.513	31.125	3.635	209.225	13.069	10.491	16.676	259.923	2.576
62.694	30.35	3.647	209.231	12.036	9.924	17.021	265.476	2.57
69.281	29.575	3.665	209.217	10.865	9.07	17.798	260.206	2.565
73.332	28.8	3.671	209.19	10.071	8.442	18.564	256.061	2.562
73.449	28.025	3.668	209.159	9.899	8.316	18.917	254.025	2.562
70.404	27.25	3.667	209.131	10.398	8.772	18.645	238.858	2.566
66.684	26.475	3.67	209.119	11.498	9.783	17.843	234.331	2.571
63.328	25.7	3.676	209.12	12.671	10.909	16.819	243.658	2.576
61.023	26.675	3.685	209.127	13.633	11.893	15.851	248.32	2.578
60.312	27.65	3.697	209.138	14.407	12.726	15.183	240.644	2.579
61.276	28.625	3.709	209.154	15.234	13.577	14.993	228.59	2.579
48.42	19.332	4.236	217.867	60.173	37.622	10.87	217.544	2.655
48.087	19.332	4.322	217.865	64.735	40.201	10.87	215.795	2.657
47.788	19.332	4.399	217.863	68.824	42.513	10.87	214.228	2.657
47.788	22.321	4.374	217.883	68.824	42.513	10.768	214.228	2.657
46.92	22.321	4.35	217.9	68.824	42.513	10.677	214.228	2.657
46.142	22.321	4.35	217.9	79.903	53.375	10.677	212.27	2.659
46.142	22.321	4.35	217.9	89.832	63.111	10.677	210.514	2.661
45.689	26.332	4.35	217.9	89.832	63.111	10.677	210.514	2.661
45.283	26.332	4.35	217.918	91.453	63.111	10.677	210.215	2.661
45.283	26.332	4.313	217.934	92.905	79.029	10.466	209.947	2.661
45.283	26.332	4.279	217.934	92.905	93.296	10.277	209.947	2.661
45.145	24.301	4.279	217.934	92.905	93.296	10.277	209.947	2.662
45.022	24.301	4.279	217.959	101.636	82.595	10.277	210.106	2.663
45.022	24.301	4.279	217.981	109.462	73.004	10.277	210.248	2.663
45.022	24.301	4.279	217.949	109.462	73.004	10.257	210.248	2.663
45.184	22.89	4.279	217.921	109.462	73.004	10.239	209.974	2.663
45.328	22.89	4.279	217.921	143.707	97.657	10.239	209.728	2.663
45.328	22.89	4.257	217.921	174.4	119.753	10.239	209.728	2.663
45.328	22.89	4.238	217.921	174.4	119.753	10.239	209.728	2.663
46.775	22.89	4.238	217.921	165.73	112.44	10.323	209.728	2.661
48.071	22.89	4.238	217.878	157.958	105.886	10.397	212.189	2.66
48.071	22.89	4.238	217.839	157.958	105.886	10.397	214.394	2.66
48.071	22.89	4.328	217.839	157.958	105.886	10.397	214.394	2.66
48.524	23.224	4.409	217.839	157.958	105.886	10.397	212.863	2.657
48.929	23.224	4.409	217.839	149.495	97.294	10.388	211.49	2.654
48.929	23.224	4.436	217.839	141.909	89.593	10.38	211.49	2.656
48.929	23.224	4.46	217.839	141.909	89.593	10.38	211.49	2.658
48.442	22.531	4.46	217.839	137.926	88.381	10.303	209.679	2.658
48.006	22.531	4.46	217.839	134.356	87.294	10.234	208.055	2.659
48.006	22.531	4.494	217.743	134.356	87.294	10.234	208.055	2.66
48.006	22.531	4.491	217.657	121.102	75.386	10.284	207.731	2.66
47.65	22.226	4.461	217.657	109.222	64.712	10.329	207.44	2.66
47.331	22.226	4.443	217.657	109.222	64.712	10.329	207.44	2.66
46.273	22.226	4.427	217.653	109.222	64.712	10.389	207.44	2.66
45.325	22.226	4.427	217.65	103.562	59.717	10.442	208.846	2.659
45.325	23.573	4.427	217.65	98.488	55.24	10.442	210.106	2.658
45.864	23.573	4.427	217.65	98.488	55.24	10.442	210.106	2.657
46.346	23.573	4.427	217.651	95.176	52.107	10.501	211.219	2.656
46.346	23.573	4.427	217.651	92.207	49.299	10.554	212.216	2.656
46.346	24.445	4.427	217.651	92.207	52.373	10.554	212.216	2.656
46.346	24.445	4.407	217.655	94.524	55.128	10.554	212.216	2.656
46.346	24.445	4.388	217.659	89.618	55.012	10.554	212.216	2.656
46.346	24.445	4.388	217.659	83.36	54.908	10.554	212.216	2.656
46.346	24.445	4.388	217.659	83.36	54.908	10.554	212.216	2.654
47.34	24.773	4.339	217.659	76.635	51.357	10.554	212.983	2.652
48.232	24.773	4.295	217.676	70.607	48.174	10.651	213.67	2.652
48.232	24.773	4.295	217.69	70.607	48.174	10.737	213.67	2.652
67.863	17.054	3.226	221.824	61.382	44.426	13.677	232.626	2.622
67.863	17.054	3.351	221.825	69.84	50.922	13.677	232.652	2.635
67.863	17.054	3.487	221.846	69.84	50.922	13.402	232.954	2.635
67.863	17.054	3.487	221.847	69.208	50.685	10.253	232.954	2.635
67.863	19.972	3.5	221.865	61.954	47.966	10.239	232.975	2.633
67.863	19.972	3.514	221.865	62.396	48.241	10.078	233.218	2.633
67.863	19.972	3.514	221.868	67.47	51.396	10.078	232.919	2.633
67.863	19.972	3.514	221.896	69.756	52.752	10.078	229.489	2.633
67.863	16.654	3.514	221.896	96.014	68.331	10.116	229.659	2.633
67.863	16.654	3.473	221.896	96.014	68.331	10.544	231.617	2.632
67.429	16.654	3.43	221.898	93.854	66.289	10.544	231.617	2.621
62.442	16.654	3.43	221.916	69.037	42.826	10.544	232.929	2.621
62.442	16.654	3.465	221.916	69.037	42.826	10.544	248.001	2.621
62.442	16.654	3.503	221.916	68.588	42.712	10.587	248.001	2.621
62.647	16.654	3.535	221.916	63.428	41.397	11.085	247.204	2.619
64.998	16.111	3.57	221.916	63.428	41.397	11.085	238.05	2.619
64.998	16.111	3.532	221.916	65.308	43.811	11.085	238.05	2.619
65.006	16.111	3.491	221.916	86.906	71.55	11.085	237.254	2.619
65.096	16.111	3.491	221.916	86.906	71.55	10.996	228.112	2.621
65.096	16.111	3.491	221.916	86.906	71.55	9.982	228.112	2.64
65.02	16.898	3.491	221.918	86.906	71.55	9.982	228.112	2.635
64.151	16.898	3.491	221.942	84.593	69.943	9.999	228.253	2.635
64.151	16.898	3.446	221.942	58.025	51.48	10.205	229.875	2.635
64.151	16.898	3.397	221.942	58.025	51.48	10.205	229.875	2.631
64.151	17.564	3.397	221.942	57.327	50.855	10.226	230.14	2.631
63.945	17.564	3.397	221.921	49.309	43.679	10.469	233.181	2.631
61.572	17.564	3.397	221.685	49.309	43.679	10.469	233.181	2.63
61.762	17.564	3.397	221.685	48.933	43.349	10.469	233.557	2.622
63.944	16.818	3.39	221.685	44.61	39.562	10.496	237.87	2.622
63.944	16.818	3.383	221.685	44.61	39.562	10.808	237.87	2.622
64.049	16.818	3.383	221.666	44.408	39.401	10.808	237.792	2.622
65.259	16.818	3.383	221.454	42.085	37.555	10.804	236.898	2.621
65.259	16.817	3.383	221.454	41.896	37.555	10.752	237.002	2.621
65.259	16.817	3.434	221.454	39.725	37.706	10.752	238.196	2.621
65.259	16.817	3.49	221.454	40.237	39.594	10.75	238.14	2.621
65.259	16.817	3.49	221.454	46.335	41.607	10.701	237.495	2.622
65.259	15.96	3.49	221.407	48.852	44.139	10.362	237.495	2.624
65.429	15.96	3.475	220.868	48.852	44.139	10.362	237.521	2.624
67.392	15.96	3.458	220.868	49.15	44.455	10.362	237.821	2.624
67.051	15.96	3.455	220.866	52.572	48.078	10.362	237.6	2.625
63.139	15.96	3.452	220.845	52.572	48.078	10.351	235.069	2.635
62.99	15.96	3.452	220.845	53.016	48.502	10.222	235.069	2.635
61.279	15.96	3.452	220.845	58.111	53.375	10.222	234.854	2.636
61.279	15.702	3.43	220.845	58.111	53.375	10.222	232.378	2.636
61.279	15.702	3.405	220.849	58.111	53.375	10.222	232.378	2.636
61.279	15.702	3.405	220.887	58.228	53.348	10.249	232.378	2.635
45.405	16.339	3.649	205.816	66.655	26.577	12.314	237.664	2.656
45.405	16.339	3.709	205.815	76.865	33.827	11.961	237.664	2.661
43.945	16.339	3.739	205.815	76.865	37.368	11.789	237.664	2.663
43.231	16.339	3.739	205.815	83.246	39.778	11.789	237.664	2.663
43.231	16.453	3.739	205.815	86.362	40.955	11.789	224.903	2.663
43.231	16.453	3.662	205.814	86.362	40.955	11.789	218.671	2.663
43.231	16.453	3.624	205.814	86.362	40.955	11.789	220.018	2.663
43.231	16.453	3.624	205.814	86.362	40.955	11.789	220.676	2.663
43.231	13.888	3.585	205.816	86.362	40.955	11.789	220.676	2.663
43.231	13.888	3.566	205.821	80.201	39.617	11.789	220.676	2.663
43.231	13.888	3.566	205.823	77.192	38.963	11.504	223.536	2.66
44.138	13.888	3.479	205.823	77.192	38.963	11.365	224.933	2.658
44.581	13.888	3.436	205.829	77.192	38.963	11.365	224.933	2.658
44.581	13.888	3.436	205.832	77.192	38.963	11.365	224.933	2.658
44.581	13.888	3.436	205.832	77.192	38.963	11.365	224.933	2.658
44.581	14.069	3.372	205.839	51.785	26.955	11.365	231.03	2.653
44.581	14.069	3.341	205.843	39.377	21.091	12.937	234.007	2.65
43.481	14.069	3.341	205.843	39.377	21.026	13.705	234.007	2.65
65.728	13.377	3.293	221.533	57.635	33.413	11.903	238.153	2.631
65.728	13.377	3.293	221.533	57.493	33.249	11.903	238.153	2.631
65.728	13.05	3.312	221.533	55.855	31.365	11.903	238.153	2.631
65.728	13.05	3.333	221.533	55.855	31.365	11.903	238.279	2.631
65.728	13.05	3.333	221.533	56.355	31.474	11.814	239.55	2.631
65.728	13.05	3.333	221.533	62.095	32.719	10.794	237.592	2.63
65.728	12.02	3.333	221.541	62.095	32.719	10.794	237.449	2.617
65.74	12.02	3.333	221.637	63.056	33.146	10.769	235.804	2.617
65.88	12.02	3.333	221.672	74.095	38.053	10.483	235.804	2.617
65.88	12.02	3.465	222.08	74.414	38.247	10.483	235.658	2.617
65.88	11.172	3.608	222.08	78.076	40.475	10.483	233.987	2.617
65.88	11.172	3.58	222.101	77.507	40.243	10.483	233.987	2.617
65.88	11.172	3.55	222.352	70.973	37.575	10.449	234.197	2.617
65.88	11.172	3.55	222.352	70.973	37.575	10.102	236.611	2.617
66.137	11.856	3.537	222.352	70.095	37.179	10.652	236.611	2.617
69.093	11.856	3.523	222.352	60.012	32.629	10.652	236.611	2.617
69.093	11.856	3.523	222.352	60.012	32.629	10.677	236.805	2.621
69.093	11.856	3.523	222.435	60.012	32.629	10.956	239.028	2.621
69.093	11.856	3.496	223.386	58.838	32.629	10.956	239.028	2.621
68.913	11.856	3.466	223.386	45.352	32.565	10.956	239.12	2.621
66.847	11.856	3.466	223.386	45.911	32.166	10.956	240.18	2.616
66.847	16.049	3.466	223.386	52.338	36.119	10.999	240.18	2.616
66.847	16.049	3.423	223.386	52.639	36.463	11.497	240.18	2.616
66.847	16.049	3.377	223.386	56.096	40.409	11.497	240.18	2.617
66.847	16.049	3.377	223.404	56.054	40.567	11.461	239.919	2.623
66.94	16.049	3.377	223.613	55.561	42.383	11.044	236.925	2.623
68.013	16.44	3.372	223.613	55.561	42.383	11.044	236.925	2.623
68.013	16.44	3.367	223.613	55.423	42.702	11.044	237.08	2.623
68.013	16.44	3.367	223.613	53.847	46.37	11.042	238.86	2.624
68.008	16.44	3.367	223.65	53.847	46.37	11.019	238.86	2.629
67.953	15.445	3.367	224.083	56.338	48.701	11.019	238.89	2.629
67.953	15.445	3.367	224.083	84.95	75.488	11.019	239.231	2.629
67.953	15.445	3.367	224.091	84.95	75.488	11.019	239.231	2.629
67.953	15.445	3.367	224.182	86.616	77.501	11.019	239.231	2.629
67.953	16.099	3.367	224.182	105.757	100.632	11.019	239.149	2.629
67.953	16.099	3.403	224.182	105.757	100.632	11.019	238.209	2.629
68.303	16.099	3.441	224.182	106.141	101.1	11.009	238.209	2.628
72.325	16.099	3.441	224.195	110.547	106.475	10.896	238.401	2.621
72.325	16.231	3.441	224.342	110.547	106.475	10.896	240.614	2.621
72.325	16.231	3.383	224.342	110.547	106.475	10.896	240.614	2.621
41.959	17.104	4.194	207.606	75.353	66.934	9.68	235.842	2.647
36.032	17.104	4.281	207.619	69.664	65.896	8.895	225.546	2.647
36.032	17.104	4.281	207.619	66.885	65.389	8.895	220.518	2.672
36.032	17.104	4.281	207.619	66.885	65.389	9.344	220.518	2.685
41.774	16.408	4.281	208.03	58.361	57.889	9.564	221.052	2.685
45.451	16.408	4.281	208.231	54.198	54.226	9.667	221.312	2.685
45.877	16.408	4.281	208.231	54.198	54.226	9.717	223.393	2.685
45.877	16.408	4.06	208.231	50.822	50.761	9.717	224.409	2.679
45.877	16.701	3.952	208.231	49.174	49.069	9.717	224.409	2.676
46.394	16.701	3.952	208.231	49.174	49.069	9.717	227.349	2.676
46.647	16.701	4.115	208.231	49.344	48.076	9.74	228.784	2.677
46.647	16.701	4.194	208.231	49.427	47.591	9.272	228.784	2.678
43.468	16.757	4.194	208.231	49.427	47.591	9.038	228.784	2.678
41.915	16.757	4.194	208.231	69.634	71.011	9.038	230.063	2.678
41.915	16.757	4.329	208.293	79.502	82.449	9.038	230.688	2.678
41.915	16.757	4.395	208.324	79.502	82.449	8.803	230.688	2.678
38.235	16.757	4.395	208.324	79.502	82.449	8.687	227.418	2.678
36.438	16.757	4.395	208.324	88.687	94.797	8.687	225.821	2.682
36.438	16.757	4.59	208.324	93.173	100.827	8.687	225.821	2.684
36.438	16.757	4.684	208.521	93.173	100.827	8.687	225.821	2.684
36.438	15.374	4.684	208.616	93.173	100.827	8.687	225.821	2.684
36.438	15.374	4.684	208.616	93.173	100.827	8.687	225.821	2.684
34.315	15.374	4.684	208.616	93.173	100.827	8.43	225.821	2.686
33.277	15.374	4.684	208.65	93.123	100.257	8.305	225.821	2.687
33.277	16.012	4.684	208.666	93.098	99.978	8.305	219.445	2.687
33.277	16.012	4.684	208.666	93.098	99.978	8.305	216.331	2.687
33.277	16.012	4.684	208.666	93.098	99.978	8.977	217.387	2.687
42.642	16.012	4.684	208.831	95.385	93.241	9.306	217.903	2.687
47.215	18.418	4.634	208.912	96.502	89.951	9.306	217.839	2.687
47.215	18.418	4.61	208.912	96.502	89.951	9.306	217.808	2.687
47.215	18.418	4.61	208.912	123.067	95.606	9.306	217.808	2.684
47.215	18.418	4.61	208.912	136.04	98.368	9.306	224.429	2.682
47.215	16.474	4.61	208.912	136.04	98.368	9.306	227.662	2.682
87.123	8.165	3.197	223.432	5.063	5.047	18.962	288.306	2.539
87.123	8.165	3.197	223.432	5.063	5.047	18.962	288.306	2.539
87.123	8.165	3.197	223.432	5.063	5.047	18.962	288.306	2.539
87.123	8.165	3.2	223.432	5.063	18.167	18.962	288.306	2.537
87.123	10.358	3.201	223.432	11.509	21.512	18.962	288.306	2.537
87.123	10.358	3.201	223.432	13.153	21.512	18.962	288.306	2.537
87.123	10.358	3.201	223.432	13.153	21.512	18.962	288.306	2.537
87.123	10.358	3.201	223.432	13.153	21.512	18.962	288.306	2.537
87.123	10.358	3.201	223.432	13.153	21.512	18.962	288.306	2.537
87.123	10.358	3.201	223.432	13.153	21.512	18.962	288.306	2.537
87.123	10.358	3.201	223.432	13.153	21.512	18.962	288.306	2.537
87.123	10.358	3.201	223.432	13.153	21.512	18.962	288.306	2.537
75.353	10.358	3.284	223.432	13.153	21.512	14.55	276.288	2.537
72.353	10.358	3.304	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.304	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.304	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.304	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.304	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.304	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.304	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.304	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.12	223.432	13.153	21.512	13.425	273.225	2.537
72.353	10.358	3.074	221.847	13.153	21.512	13.425	272.581	2.538
72.353	10.358	3.074	221.443	13.153	21.512	13.425	272.417	2.538
72.353	10.358	3.074	221.443	13.153	21.512	13.425	272.417	2.538
72.353	10.358	3.074	221.443	13.153	21.512	13.425	272.417	2.538
72.353	10.358	3.074	221.443	13.153	21.512	13.425	272.417	2.538
72.353	10.358	3.074	221.443	13.153	21.512	13.425	272.417	2.538
72.353	10.8	3.074	221.443	13.153	21.512	13.425	272.417	2.538
72.353	10.8	3.074	221.443	13.153	21.512	13.425	272.417	2.538
47.502	30.803	4.507	217.785	106.93	71.11	11.106	220.712	2.627
47.502	30.803	4.507	217.759	113.975	75.004	11.106	213.148	2.627
47.502	30.803	4.507	217.736	120.29	78.493	11.106	206.367	2.627
47.502	24.312	4.408	217.768	109.241	73.038	11.106	206.338	2.627
47.502	24.312	4.319	217.796	99.338	68.149	11.106	206.311	2.627
47.502	24.312	4.319	217.796	99.338	68.149	11.106	206.311	2.627
47.502	24.312	4.319	217.814	99.338	68.149	11.106	206.311	2.642
44.468	24.045	4.319	217.831	99.338	68.149	11.106	206.311	2.654
41.748	24.045	4.319	217.831	86.862	59.395	10.83	208.207	2.651
41.748	24.045	4.319	217.831	75.679	51.549	10.583	209.905	2.647
41.748	24.045	4.274	217.831	75.679	51.549	10.583	212.427	2.647
44.358	25.268	4.234	217.831	69.214	45.643	10.583	214.688	2.646
46.698	25.268	4.234	217.834	63.419	40.349	10.583	215.14	2.644
46.226	25.268	4.167	217.836	56.968	36.223	10.583	215.546	2.644
45.803	25.268	4.106	217.836	51.186	32.524	10.583	215.546	2.644
45.456	23.489	4.106	217.836	59.206	39.767	10.811	216.161	2.647
45.145	23.489	4.106	217.836	66.395	46.259	11.014	216.713	2.649
45.145	23.489	4.106	217.836	66.395	46.259	11.014	216.713	2.649
45.051	23.489	4.106	217.836	69.018	50.388	11.014	214.841	2.65
44.966	25.092	4.106	217.766	71.369	54.089	11.014	213.164	2.652
44.657	25.092	4.106	217.703	71.369	54.089	11.014	213.164	2.652
44.379	25.092	4.085	217.703	69.137	52.633	11.014	217.121	2.648
44.379	25.092	4.065	217.703	67.137	51.329	10.86	220.668	2.645
43.298	29.073	4.065	217.73	67.137	51.329	10.721	220.668	2.645
42.329	29.073	4.038	217.753	63.566	48.472	10.721	220.509	2.644
42.329	29.073	4.013	217.753	60.366	45.911	10.721	220.367	2.644
42.329	29.073	4.013	217.753	60.366	45.911	10.721	220.367	2.644
41.703	27.119	4.013	217.753	71.13	55.215	10.932	215.728	2.644
41.142	27.119	4.013	217.753	80.778	63.555	11.122	211.571	2.643
41.142	27.119	4.013	217.783	80.778	63.555	11.122	211.571	2.642
41.142	27.119	3.995	217.809	82.426	64.695	11.122	211.97	2.642
42.809	27.119	3.979	217.809	83.904	65.717	11.264	212.327	2.642
44.303	27.119	3.979	217.809	83.904	65.717	11.391	212.327	2.645
44.303	27.119	3.979	217.827	83.904	65.717	11.391	212.327	2.648
44.303	27.119	4.027	217.844	83.904	65.717	11.391	212.327	2.648
44.303	24.842	4.071	217.844	83.904	65.717	11.391	212.327	2.648
47.256	24.842	4.071	217.844	83.904	65.717	11.391	218.689	2.648
49.903	24.842	4.071	217.815	71.642	53.94	11.391	224.39	2.648
49.903	24.842	4.071	217.788	60.653	43.384	11.237	224.39	2.648
48.674	25.008	4.071	217.788	62.875	45.726	11.099	219.214	2.65
47.573	25.008	4.071	217.788	64.867	47.825	11.099	214.575	2.651
47.573	25.008	4.179	217.786	64.867	47.825	10.777	215.503	2.651
46.909	25.008	4.277	217.784	69.661	52.816	10.417	216.335	2.651
46.314	25.008	4.237	217.784	73.957	57.289	10.352	216.335	2.651
46.314	25.008	4.202	217.784	80.769	61.82	10.352	213.448	2.653
46.314	25.008	4.202	217.784	86.874	65.882	10.189	210.859	2.656
45.913	25.255	4.19	217.766	86.874	65.882	10.043	210.859	2.656
45.553	25.255	4.179	217.749	86.874	65.882	10.116	211.319	2.654
45.553	25.255	4.179	217.749	86.841	61.863	10.181	211.731	2.652
47.029	25.255	4.179	217.749	86.811	58.261	10.181	211.731	2.652
48.351	25.255	4.224	217.749	86.811	58.261	10.181	211.731	2.652
48.351	26.271	4.264	217.749	86.811	58.261	10.181	211.731	2.65
48.985	26.271	4.264	217.728	86.811	58.261	10.327	211.731	2.649
49.552	26.271	4.328	217.708	79.557	52.568	10.458	213.328	2.649
49.552	26.271	4.385	217.708	73.055	47.464	10.458	214.76	2.645
64.647	34.5	4.136	209.12	20.904	18.035	17.573	224.139	2.601
64.647	34.5	4.136	209.123	20.904	18.035	17.573	219.716	2.601
64.647	34.5	4.136	209.123	20.904	18.035	17.573	221.357	2.603
64.647	34.5	4.136	209.123	20.904	18.035	17.573	221.788	2.604
64.647	35.8	3.816	209.122	20.904	18.035	17.573	221.788	2.604
64.065	35.8	3.785	209.122	21.755	18.166	16.063	230.446	2.604
63.912	35.8	3.785	209.122	21.979	18.2	15.666	232.72	2.601
63.912	35.8	3.785	209.122	21.979	18.2	15.666	232.72	2.6
63.912	35.8	3.785	209.135	21.979	18.2	15.666	232.72	2.6
63.912	35.8	3.86	209.138	21.979	18.2	15.666	232.72	2.6
68.706	35.8	3.867	209.138	21.979	18.2	15.84	234.581	2.6
69.965	35.8	3.867	209.138	21.979	18.2	15.885	235.07	2.6
69.965	35.8	3.867	209.14	21.979	19.104	15.885	235.07	2.605
69.965	35.8	3.867	209.141	24.563	19.342	15.885	235.07	2.607
69.965	35.8	3.867	209.141	25.242	19.342	15.885	235.07	2.607
69.965	35.8	4.11	209.141	25.242	19.342	15.885	220.384	2.607
69.965	35.8	4.133	209.133	25.242	19.342	15.885	216.527	2.607
69.965	35.8	4.133	209.131	25.242	19.342	15.885	220.556	2.609
59.234	35.8	4.133	209.131	25.242	19.342	15.885	221.614	2.609
56.416	35.8	4.133	209.131	25.242	19.342	15.095	221.614	2.609
56.416	42.05	4.133	209.131	26.466	19.958	14.887	227.001	2.609
56.416	42.05	3.922	209.131	26.787	20.119	14.887	228.416	2.609
56.416	42.05	3.902	209.131	26.787	20.119	14.887	228.416	2.604
64.233	42.05	3.902	209.131	26.787	20.119	16.665	228.416	2.603
66.286	42.05	3.902	209.114	23.617	18.269	17.132	228.005	2.603
66.286	42.05	3.902	209.109	22.784	17.783	17.132	227.896	2.603
66.286	42.05	3.902	209.109	22.784	17.783	17.132	227.896	2.603
66.286	42.05	3.981	209.109	22.784	17.783	17.132	227.896	2.603
66.286	42.05	3.989	209.085	19.566	15.33	17.132	227.896	2.592
73.984	42.05	3.989	209.078	18.721	14.686	18.011	239.373	2.589
76.006	42.05	3.989	209.078	18.721	14.686	18.242	242.387	2.589
76.006	42.05	3.989	209.078	18.721	14.686	18.242	242.387	2.589
76.006	42.05	3.989	209.078	18.721	14.686	18.242	242.387	2.589
76.006	42.05	3.989	209.078	18.721	14.686	18.242	242.387	2.589
74.974	42.05	3.883	209.078	18.721	14.686	17.552	242.387	2.595
74.703	42.05	3.873	209.057	15.598	11.937	17.37	239.052	2.596
74.703	34.112	3.873	209.051	14.777	11.215	17.37	238.176	2.596
74.703	34.112	3.873	209.051	14.777	11.215	17.37	238.176	2.596
74.703	34.112	3.906	209.051	14.777	11.215	17.37	238.176	2.596
71.161	34.112	3.91	209.06	16.256	11.76	17.37	235.662	2.581
70.231	34.112	3.756	209.062	16.644	11.903	18.192	235.002	2.578
70.231	34.112	3.741	209.062	16.644	11.903	18.408	235.002	2.578
70.231	34.112	3.741	209.062	16.644	11.903	18.408	268.018	2.578
70.231	34.112	3.66	209.062	16.644	11.903	18.408	276.689	2.578
70.231	32.45	3.652	209.085	16.644	11.903	18.408	287.302	2.578
70.231	32.45	3.652	209.091	16.644	11.903	18.408	290.089	2.578
77.371	32.45	3.652	209.091	16.644	11.903	18.408	290.089	2.535
79.246	32.45	3.652	209.044	16.644	11.903	20.512	271.711	2.524
79.246	32.45	3.652	209.031	12.344	8.521	21.065	266.885	2.524
79.246	32.45	3.652	209.031	11.215	7.633	21.065	266.885	2.524
74.026	32.45	3.678	209.031	11.215	7.633	21.065	255.728	2.553
72.655	32.45	3.68	209.031	11.427	7.832	21.065	252.798	2.56
74.703	32.45	3.68	209.022	11.483	7.885	21.203	252.798	2.56
75.24	32.45	3.68	209.02	11.483	7.885	21.239	263.855	2.56
75.787	32.45	3.68	209.02	11.483	7.885	21.239	266.759	2.56
75.931	32.45	3.68	209.02	11.483	7.885	21.239	266.759	2.569
67.692	78.661	3.85	217.01	58.742	38.214	19.263	210.452	2.512
67.692	78.661	3.85	217.01	59.94	39.746	15.203	212.981	2.583
55.747	78.661	3.85	217.01	55.629	44.134	11.565	216.664	2.647
45.041	78.661	3.941	217.166	51.765	48.067	11.565	219.966	2.647
45.041	78.661	4.023	217.306	51.765	48.067	11.565	219.966	2.647
45.041	78.661	4.023	217.306	51.765	48.067	11.393	218.588	2.647
42.754	78.661	4.023	217.306	62.994	68.516	11.239	217.354	2.646
40.704	78.661	4.023	217.306	73.06	86.844	11.239	217.354	2.645
40.704	78.661	4.023	217.335	73.06	86.844	11.239	217.354	2.645
40.704	78.661	4.023	217.36	73.06	86.844	11.239	217.354	2.648
40.488	78.661	4.022	217.36	93.663	95.205	10.312	211.315	2.652
40.294	78.661	4.022	217.36	112.129	102.698	9.481	205.902	2.653
40.294	109.133	4.022	217.36	112.129	102.698	9.481	205.902	2.653
40.174	109.133	4.022	217.36	151.433	119.753	9.47	205.325	2.653
40.066	109.133	4.022	217.36	186.66	135.039	9.46	204.808	2.653
40.066	109.133	4.022	217.36	186.66	135.039	9.46	204.808	2.653
40.066	109.133	4.022	217.462	186.66	135.039	9.46	204.535	2.653
40.066	109.133	4.022	217.554	179.895	133.242	9.538	204.291	2.653
38.962	109.133	4.022	217.554	173.831	131.632	9.607	204.291	2.653
37.972	109.133	3.981	217.554	173.831	131.632	9.607	204.291	2.652
37.972	109.133	3.944	217.56	173.831	131.632	9.607	204.291	2.651
37.972	109.133	3.944	217.565	157.32	121.936	9.607	204.291	2.652
38.297	109.133	3.944	217.565	142.521	113.244	9.718	204.857	2.653
